CLASS,NAME,NDCLIST
"Antibiot, Tetracyclines",Eravacycline,71773005005 71773005012
"Antibiot, Tetracyclines",Minocycline,00005530023 00005530060 00005530118 00005530123 00005530160 00005531356 00005534323 00005534327 00005534418 00005534427 00005937523 00005937618 00047061524 00047061532 00047061619 00047061632 00047068724 00047068819 00093213356 00093213456 00093316501 00093316753 00093730001 00093774156 00093774256 00093774356 00115124501 00115124508 00115124601 00115124608 00115124701 00115124708 00115701701 00115701806 00115701813 00115705401 00182110201 00182110319 00182143001 00182143089 00182143119 00182143189 00205530594 00332316509 00364249701 00364249850 00378429393 00378429493 00378429601 00378429693 00378429701 00378429793 00378429801 00378429893 00403373530 00403373571 00403373630 00403380550 00405468001 00405468150 00536138201 00536139206 00536148201 00536149201 00536149206 00555017801 00555017802 00555017901 00555017902 00555018001 00555018002 00555093202 00555093205 00555093305 00555093310 00591315301 00591569401 00591569460 00591569500 00591569550 00603467821 00603467919 00677143501 00677143602 00686067520 00686067620 00719159110 00719159215 00781233301 00781234150 00781538501 00781538531 00781538601 00781538631 00781538701 00781538731 00839764906 00839765004 00904241360 00904241361 00904241451 00904241461 00904768260 00904768351 10631033030 10631033130 10631033230 13668048201 13668048301 13668048405 13668048450 13668048501 13668048601 13668048750 14290050086 14290050188 14290054592 14290055098 14290055198 14290057098 14290057198 16590056020 16590056028 16590056030 16781040060 16781040350 16781040360 16781045705 16781045760 17236092101 17236092255 21695000120 21695000130 21695069320 21695069330 21695069360 33261043400 33261043410 33261043420 33261043421 33261043428 33261043430 33261043460 33261043490 33261087120 33261087130 33261087160 42291058990 42291059160 42291062005 42291062050 42546077130 42546077430 42546077730 43063073614 43063073620 43063073630 43063073660 47781054401 47781054501 47781054605 47781054650 49884009601 49884009701 49884009803 49884051101 49884051110 49884051201 49884051210 49884051303 49884051310 49884064301 49884064403 49999050407 49999050430 49999050507 49999050520 49999050528 49999050530 49999050560 49999050590 50090233900 50090233902 50090233903 50090233904 50090257900 50090257902 50090257903 50090257904 50090297100 50090301600 50090301603 50268056711 50268056715 50268056911 50268056913 50436010704 50436010804 51079067520 51079067620 51285099102 51285099250 51432073103 51432073505 51655000452 51991003452 52959104302 54531010001 54569289900 54569289901 54569289902 54569289903 54569464700 54569468900 54569471200 54569471201 54569471203 54569471300 54569471302 54569471303 54569471304 54868239000 54868239001 54868239100 54868239101 54868239102 54868239103 54868239104 54868239105 54868239106 54868504000 54868504001 54868504002 54868628500 55111063701 55111063801 55111063960 55175407503 55289020114 55289020120 55289020130 55289020230 55700039014 55700039030 55700041514 55700041520 55700041530 55700041560 55700064960 55700064990 57664085188 57664085288 57664085385 57866403401 58016028415 58016028420 58016028430 58016028450 58016087300 58016087315 58016087320 58016087330 58016965815 58016965820 58016965830 58016965850 58469013923 58469139230 58864084830 59366733801 59366733901 59366734005 59911586901 59911587001 59911588304 60346083014 60346083060 60346083160 60429033301 60429033401 60429033550 60429033560 60687033611 60687033665 61919027020 61919033720 61919033730 61919056020 61919056030 61919059530 61919079660 61919084530 63187085021 63304069401 63304069501 63304069605 63304069650 63304069701 63304069801 63304069950 63629275901 63629275902 63629275903 63629275904 63874024115 63874024120 63874024130 63874024150 63874024160 65293001401 65293001410 65862020901 65862021001 65862021105 65862021150 65862055730 65862088330 65976010001 66336037714 66336037730 66336037760 66336068890 67877043730 67877043830 67877057630 67877057730 67877057830 67877064330 67877064430 68084028901 68084062311 68084062365 68180037906 68180038006 68180038106 68180046006 68382031601 68382031701 68382031818 68682046630 68682046730 68682046830 69482050030 69482054530 69482059030 70842016001 70842016010 70934004120 70934004160 70934004214 70934004220 70934004230 70934009720 71205008660 71205027221 71335004600 71335004601 71335004602 71335004603 71335004604 71335004605 71335004606 71335004607 71335004608 71335004609 71335112301 71335112302 71335112304 71335112306 71403010130 71403010230 76519104301 99207046010 99207046030 99207046110 99207046130 99207046210 99207046230 99207046330 99207046430 99207046530 99207046630 99207046730 99207048805 99207048811 99207048910 99207048911 99207049010 99207049110 99207049111 99207049211 99207049250 99207049705 99207049710 99207049711 99207049805 99207049811 99207049850 99207049905 99207049910 99207049911 99999005482
"Antibiot, Tetracyclines",Omadacycline,71715000101 71715000102 71715000221 71715000223 71715000224
"Antibiot, Tetracyclines",Oxytetracycline & Comb.,00049075077 00049076009 00049077009 00049087003 00069073016 00069073041 00069073066 00069073073 00069078077 00069079077 00069082093 00069084066 00143321001 00143321010 00150004060 00150004080 00182017901 00182017910 00188181501 00188181510 00228227810 00228227896 00302478001 00304020300 00304020301 00349827501 00349827510 00359026010 00359026040 00364200701 00364200702 00367227810 00367227896 00456092010 00485003601 00527053101 00527053110 00536410101 00536410110 00537213001 00537213010 00539070901 00539070910 00580023501 00580023510 00615010401 00677037501 00719166010 00719166013 00779069825 00779069830 00779760265 00781220001 00814563014 00814563030 00835342180 00839144606 00839144612 00839144616 00839144620 00904004060 12071001201 12071001210 12535009510 17236053801 17236053810 35470130001 47202274201 47202405101 49727047302 51432032203 51432032206 51728045801 52446032721 99999300010
"Antibiot, Tetracyclines",Sarecycline,16110024530 16110024630 16110024730
"Antibiot, Tetracyclines",Tetracycline,00003060343 00003060350 00003065540 00003065546 00003065560 00003066345 00003066375 00003076340 00003076346 00003076350 00003081505 00003081550 00003081560 00005477196 00005477294 00005487523 00005487534 00005487559 00005487560 00005487564 00005488023 00005488034 00005488059 00005488060 00005488061 00005488063 00005488065 00005535295 00005535795 00005541056 00005541065 00005544623 00007012556 00007012620 00007012630 00007012720 00008038903 00008038904 00008047101 00009078201 00009078203 00015432260 00015433050 00022019410 00022019416 00022019418 00022020638 00022051410 00031841763 00031841774 00031842763 00031842770 00047040724 00047040732 00047069724 00047069732 00063110106 00063110109 00063110206 00069013077 00084040410 00093006410 00102134002 00102135005 00115139903 00115140001 00115140003 00115140201 00115140203 00115140501 00115140503 00143329501 00143329510 00143329525 00143330001 00143330010 00143406716 00144163003 00150240760 00150240780 00150241580 00150241680 00150242016 00157053010 00157053101 00157053110 00172240700 00172240710 00172240760 00172240780 00172241600 00172241610 00172241660 00172241680 00172243060 00172243080 00182011201 00182011210 00182011289 00182032101 00182032110 00182067840 00182067901 00182067910 00182067989 00185067001 00185067010 00185067101 00185067110 00191001101 00191001110 00191002401 00191002405 00217080301 00223165500 00223165501 00223165502 00223165601 00223165602 00223630701 00223630702 00228240410 00228240496 00228240610 00228240650 00228240696 00228241016 00252605007 00298276801 00298286701 00302692001 00302692010 00302692201 00302692210 00302692401 00302692410 00304027100 00304027200 00304027300 00304027301 00304040398 00316014201 00316014210 00349103000 00349103216 00349241600 00349241601 00349241698 00349242600 00349242610 00349834800 00349834810 00349834839 00349834860 00349889001 00349889601 00349889610 00349893010 00359037816 00359037940 00359038010 00359038040 00359038110 00359038140 00364202601 00364202602 00364202690 00364202701 00364202702 00364202901 00364202902 00364202990 00364203016 00364203058 00367240410 00367240496 00367240610 00367240650 00367240696 00367241016 00368301710 00368301801 00368401116 00378010101 00378010110 00378010201 00378010205 00378010210 00403016801 00403016820 00403016828 00403016830 00403016840 00403016870 00403016871 00403016899 00403017001 00403017020 00403017028 00403017040 00403017071 00403017074 00403198301 00403198328 00403198528 00405497601 00405497603 00405498101 00405498103 00418535795 00427022801 00427022901 00444018810 00456045200 00463500101 00463500110 00463500216 00463500310 00472022302 00472022316 00494094001 00494094010 00527054101 00527054110 00527057601 00527057610 00527081527 00536182001 00536182010 00536183001 00536183010 00536187001 00536187010 00536188085 00536188096 00537221501 00537221510 00537221601 00537221610 00537227901 00537227910 00537276216 00537276302 00555001002 00555001005 00555001102 00555001105 00556009201 00556009210 00556023401 00556023410 00580033901 00580033910 00580034010 00580034101 00580034110 00580034216 00586020301 00586020303 00586021401 00586021403 00591223401 00591223410 00591223501 00591223510 00591247401 00591247501 00591516201 00591516204 00591552001 00591552004 00603591921 00603591932 00603592021 00603592032 00615015101 00615015110 00615015113 00615015138 00615016201 00615016210 00615016213 00615016228 00615016238 00615016240 00615073516 00659614401 00677014401 00677014410 00677014733 00677037601 00677037610 00677037701 00677037710 00682020001 00686015113 00686016213 00686022302 00719193510 00719193513 00719193610 00719193613 00719193710 00719193713 00719481583 00779107130 00779107230 00779107325 00779107330 00779322974 00781246601 00781246610 00781252910 00781618116 00814775514 00814775530 00814775614 00814775630 00814775814 00814775830 00814776282 00834407491 00835357180 00835657116 00839165206 00839165216 00839165220 00839165606 00839165616 00839165620 00839507506 00839507516 00839507520 00839509169 00839564430 00879015801 00879015810 00879015901 00879015910 00904240760 00904240780 00904241560 00904241580 00904241660 00904241680 00904242016 00917080901 00917080910 00948556210 00995015066 00995015082 00995016066 00995018093 10003013101 10544059028 10916011901 10916011903 10916012001 10916012003 11311088001 11311088002 11845013801 11845013804 11845013901 11845013904 11917080019 11917080111 12071001301 12071001310 12071001401 12071001410 12071001916 12106015514 12463020010 12535005710 16590021630 16590021730 16590021760 17022352501 17022352507 17022853802 17022853806 17022855906 17022858002 17022858006 17236055601 17236055610 17236055699 17236055801 17236055810 17236056001 17236056010 17236056028 17236056099 17236083616 17314480001 21695030228 21695064028 21695064030 21695064040 21695064042 21695064056 21695064090 23155001701 23155001801 23490635200 23490635201 23490635202 23490635203 23490635204 23490635205 23490635206 23490635207 23490635208 23490635301 23490635302 23490635303 23490635304 23490635305 23490635307 25332102001 33261039507 33261039514 33261039520 33261039521 33261039528 33261039530 33261039540 33261039560 33358033420 33358033440 33358033460 33358033540 33358033556 35470026904 35470140101 35470140109 35470140201 35470140209 38022010100 38022010201 38130020301 41764012401 41764012402 41764012424 41764012428 41764012430 41764012440 41764012501 41764012502 41764012520 41764012528 41764012530 41764012540 42291079801 42291079901 43797028403 43797028406 43797028503 45565004001 45565004003 45565004101 47202107501 47202213301 47202213303 47202213401 47202213403 47202283703 47679081504 47679081535 47679081601 47679081635 47781050801 47781050901 47837010901 47837010910 47837011001 47837011010 47884079933 48253015616 48253025411 48253025505 48652043401 48652043402 48652043403 49626000105 49727000205 49727000302 49727000305 49727069916 49884079701 49884079801 49884079933 49999022400 49999022414 49999022430 49999022440 49999054100 49999054128 51285084402 51285084404 51285084405 51285084502 51285084504 51285084505 51432044606 51432044803 51432044806 51432067420 51655009625 51655009727 51655009729 51655009751 51655019429 51655019451 51728000510 51728000588 51728046010 51728046101 51728046110 51991090601 51991090701 52446089158 52959028300 52959028312 52959028320 52959028328 52959028330 52959028340 52959033614 52959033620 52959033628 52959033630 52959033640 52959033656 52959033690 53258042001 53258042013 53258042101 53258042113 53489049101 53489049201 53489049301 53506032012 53506032020 53506032028 53506032040 53506032099 53506032120 53506032128 53506032140 53978504806 53978504809 54274055410 54274055450 54274055510 54274055550 54538012001 54538012005 54538012010 54538022001 54538022005 54538022010 54538022015 54569015000 54569015001 54569015002 54569015003 54569015004 54569015005 54569015006 54569015007 54569015100 54569015101 54569015102 54569015104 54569015106 54569015107 54569015109 54569211800 54569227900 54569227901 54569227902 54569227903 54569227904 54569227905 54569227906 54569227907 54569227908 54569227909 54569250100 54569250101 54569250102 54569250103 54569250104 54569250105 54569250106 54569250107 54569250108 54569331500 54569331501 54569331502 54569331503 54569511200 54569711600 54868002401 54868002403 54868002404 54868002405 54868002406 54868002407 54868002408 54868002500 54868002501 54868002502 54868002503 54868002504 54868002505 54868002506 54868002507 54868002508 54868002509 54868104700 54868104701 54868104702 54868104703 54868104704 54868104801 54868104802 54868104803 54868342400 54977000128 54977000140 54977000228 54977000240 55045120601 55045120603 55045120604 55045120607 55045120608 55045120609 55045132200 55045132201 55045132202 55045132203 55045132204 55045132205 55045132206 55045132207 55045132208 55045132209 55045341405 55048079630 55081052001 55081052003 55081052201 55081052202 55084007801 55084007820 55084007828 55084007840 55084007920 55084007928 55084007940 55084008030 55084008060 55084008130 55084008160 55175396800 55175396801 55175396802 55175396803 55175396804 55175396806 55175396808 55175397001 55175397002 55175397003 55175397004 55175397005 55175397008 55289025601 55289025610 55289025612 55289025620 55289025628 55289025640 55289025660 55289025690 55289025697 55289044601 55289044610 55289044612 55289044614 55289044616 55289044620 55289044628 55289044630 55289044640 55289044656 55289044660 55289049412 55289049498 55829069610 55829069710 55887088921 55887088928 55887088930 55887088940 55887092430 55887092440 56126036211 56126036311 57247102900 57247102903 57247103000 57247103003 57424043032 57506010102 57506010105 57506010202 57506010205 58016010100 58016010108 58016010110 58016010112 58016010114 58016010115 58016010120 58016010121 58016010124 58016010128 58016010130 58016010140 58016010150 58016010160 58016010190 58016010200 58016010210 58016010212 58016010214 58016010215 58016010220 58016010221 58016010224 58016010228 58016010230 58016010240 58016010250 58016010260 58016010290 58864049340 58864049398 59015046002 59772081505 60346043509 60346043512 60346043514 60346043516 60346043520 60346043522 60346043528 60346043530 60346043540 60346043560 60346043590 60346048412 60346060906 60346060910 60346060912 60346060920 60346060924 60346060925 60346060928 60346060930 60346060940 60346060960 60346060990 60346060994 60429020840 60429020940 63629150101 63629150102 63629150103 63629150104 63629150201 63629150202 63629150203 63629150204 63629150205 63629150206 63874012401 63874012402 63874012410 63874012412 63874012414 63874012415 63874012420 63874012421 63874012424 63874012428 63874012430 63874012440 63874012450 63874012456 63874012460 63874012501 63874012502 63874012508 63874012510 63874012514 63874012515 63874012520 63874012521 63874012524 63874012528 63874012530 63874012540 63874012560 63874012570 63874012580 66267020012 66267020028 66267020040 66267020114 66267020120 66267020128 66267020140 66336043520 66336043528 66336043530 66336043540 66336043560 66336060906 66336060912 66336060920 66336060928 66336060930 66336060940 67046072830 67405066010 67405066110 68115032528 68115032540 68115032620 68115032628 68115032640 68115032660 69238152201 69238152301 99999000605 99999000607 99999000609
"Antibiot, Tetracyclines",Tetracyclines & Related,00009031001 00009080602 00031840725 10754061660
"Antibiot, Tetracyclines",Tigecycline,00008499001 00008499002 00008499019 00008499020 00008499419 00008499420 00008536002 00781348192 16729036403 16729036468 55150022810 60505609800 60505609801 63323096010 70121164701 70121164707
"Antibiotics, Misc",Antibiotics,43684020021 58790021687
"Antibiotics, Misc","Antibiotics, Misc.",65224070711 66220042202
"Antibiotics, Misc",Bacitracin,00009022401 00009023301 00009023303 00009023344 00009023345 00009023401 00009023402 00009024101 00009024110 00364241956 00574020001 00686025505 00686030920 00995010028 25021011630 25021011631 39822025505 39822027702 39822027705 39822027707 39822027709 39822027801 39822027805 51309030920 51309031050 55045377305 63323032930 63323032931 70594002601 70594002602
"Antibiotics, Misc",Clindamycin,00003294210 00003294211 00003294220 00003294221 00003294222 00009022501 00009022502 00009022503 00009030202 00009030225 00009033102 00009039502 00009039513 00009039514 00009060204 00009060225 00009072805 00009072809 00009076004 00009077503 00009077516 00009077520 00009077521 00009077526 00009087003 00009087021 00009087022 00009087026 00009090106 00009090125 00009090211 00009090212 00009090218 00009312401 00009312403 00009337501 00009337502 00009338101 00009338102 00009338201 00009338202 00009344701 00009344703 00009347001 00009347002 00009658201 00009658202 00009678001 00009678002 00009989001 00009989002 00074041907 00074405001 00074405101 00074405201 00074405303 00074405403 00074405503 00074419701 00093041122 00093041142 00093041158 00093317101 00093525601 00093525668 00182120201 00182190601 00182305661 00182305788 00182305890 00185075401 00185075501 00186145004 00186145104 00186145204 00186145301 00205280124 00205280147 00205280183 00205280193 00304198601 00332316909 00338341024 00338341050 00338361224 00338361250 00338361624 00338361650 00338381424 00338381450 00338411424 00338411450 00338954524 00338954550 00338954924 00338954950 00338955324 00338955350 00364233601 00364233701 00364242048 00364242049 00364242069 00378873035 00403309128 00403466201 00403466203 00403466206 00403466224 00403466228 00405423301 00409405001 00409405101 00409405201 00409405303 00409405403 00409405503 00409419701 00440730030 00469282010 00469282070 00469282080 00527138104 00527138201 00527138301 00527138302 00536015501 00574012901 00590511057 00590511065 00590511073 00591293201 00591312001 00591312016 00591570801 00603290921 00615131013 00641010625 00641226745 00641226845 00641226941 00677133201 00677133301 00686022602 00686022604 00686022606 00686059820 00686317109 00703910204 00703911004 00703912004 00703913801 00703914801 00713317101 00713525601 00719126210 00719310589 00719310690 00719310795 00781211201 00781211301 00781211317 00781293701 00781328809 00781328909 00781328991 00781329009 00781372872 00781373074 00781373276 00781922009 00781922109 00781922209 00839753306 00839753406 00904383560 00904383660 00904383860 00904595961 00904596061 10135056919 10544015340 10544015342 10544033228 10544033260 10544033360 11845046101 16590005720 16590005728 16590005730 16590044114 16590044128 16590044130 16590044140 16590044162 16714048301 17236065701 17478012050 17478012150 17478012250 18837020430 18837020440 21695003308 21695003312 21695003314 21695003320 21695003321 21695003328 21695003340 21695003342 21695003356 21695003360 21695003390 21695003412 21695003420 21695003421 21695003428 21695003430 21695003440 23155060351 23490533200 23490533201 23490533202 23490533203 23490533204 23490533205 23490533206 23490533207 23490533208 23490533301 23490533303 23490533304 24200063003 24200063103 25021011502 25021011504 25021011506 25021011551 33261015900 33261015901 33261015902 33261015903 33261015909 33261015920 33261015921 33261015928 33261015930 33261015940 33261015942 33261015956 33261015960 33261015990 33261015999 33261044814 33261044816 33261044818 33261044820 33261044821 33261044828 33261044830 33261044840 33261044845 33358008812 33358008828 33358008830 33358008920 33358008930 39769022602 39769022604 39769022606 39769022660 42292001801 42292001820 42549053228 42549053260 42571025001 42571025101 42571025201 43063005606 43063039404 43063039406 43063039415 43063039417 43063039420 43063039428 43063039430 43063039440 43063039442 43063039456 43063039460 43063039480 43538017360 47202268101 47202268201 47463007330 47679082201 47679082205 47679082301 47679082335 47679087810 47679087850 47679087896 47781045968 47781046068 47781046168 47781046269 47781046369 47781046469 47781046570 47781061969 47781061994 47781062069 47781062094 47781062169 47781062194 49999001100 49999001104 49999001115 49999001118 49999001120 49999001121 49999001128 49999001130 49999001140 49999001142 49999001160 49999029006 49999029010 49999029020 49999029021 49999029028 49999029030 50090044300 50090044301 50090044304 50090044307 50090179800 50090195100 50090195101 50090195103 50090195104 50090195106 50090195107 50090250200 50090250201 50090250202 50090250203 50090250204 50090322200 50090324200 50090324201 50090324202 50090324203 50090324204 50268018011 50268018015 50268018111 50268018115 50436015506 50436314801 50436314802 51079059801 51079059817 51079059819 51079059820 51309032702 51309032705 51309032710 51309032760 51432091003 51432091103 51655053024 51655096424 51655096429 51655096452 51655096489 52959074420 52959074430 52959074440 52959074442 52959078404 52959078416 52959078421 52959078428 52959078430 52959078440 52959078445 53506038340 54274013410 54569030600 54569030601 54569030602 54569345600 54569345601 54569345602 54569345603 54569345604 54569345606 54569345607 54569577400 54569577401 54569577402 54569577403 54569577404 54569914900 54868185700 54868185701 54868185702 54868185703 54868185704 54868185705 54868185706 54868185707 54868369500 54868415400 54868416900 54868521100 54868521101 54868521102 54868521103 54868521104 54868521105 54868583300 55045200600 55045200601 55045200602 55045200603 55045200604 55045200605 55045200606 55045200607 55045200608 55045200609 55045323308 55045326804 55045326806 55045326808 55045357001 55048007328 55048007330 55048007428 55048007430 55175254702 55175254704 55175254708 55175254709 55289044104 55289044115 55289044117 55289044120 55289044128 55289044130 55289044140 55289044142 55289044156 55289044180 55289044197 55289089001 55289089004 55289089015 55289089020 55289089021 55289089028 55289089030 55289089040 55289089056 55289089090 55390010901 55390020025 55390020099 55390020125 55390020199 55390020225 55390020299 55700015506 55700015521 55700015528 55700015530 55700015540 55700015545 55700032815 55700032820 55700032821 55700032828 55700032830 55700032842 55700032860 55700035806 55700035821 55700035828 55700035830 55700035840 55700035845 55700076130 55700076140 55887037808 55887037821 55887037828 55887037830 55887037860 55887061108 55887061114 55887061115 55887061120 55887061121 55887061128 55887061130 56126041811 57866015500 57866015505 57866314802 58016045300 58016045312 58016045315 58016045320 58016045321 58016045330 58016045340 58016063400 58016063430 58016063460 58016063490 58016074700 58016074712 58016074715 58016074720 58016074730 58469001553 58469015530 58864060740 58864060760 59762001601 59762332801 59762501001 59762501002 60346001803 60346001815 60346001820 60346001828 60346001830 60760033708 60760033728 60760033760 60760057028 60760069305 60760069310 60760069316 60760069320 60760069330 61392071430 61392071431 61392071432 61392071439 61392071445 61392071451 61392071454 61392071460 61392071490 61392071491 61919005720 61919005721 61919005730 61919005740 61919031030 61919044120 61919044130 61919044140 61919082921 61919082930 61919082940 62584033801 63187012721 63187014121 63187014128 63187014130 63187014140 63187024721 63187024730 63187038120 63187038121 63187038130 63187055621 63187055628 63187055630 63187055640 63187073821 63187073828 63187073830 63187073860 63304069201 63304069205 63304069301 63304069316 63323028202 63323028204 63323028206 63323028260 63629281701 63629281702 63629281703 63629281704 63629281705 63629281706 63629281707 63629281708 63629281709 63629292401 63629292402 63629292403 63629292404 63629292405 63629292406 63629292407 63629292408 63739005910 63874023501 63874023504 63874023510 63874023512 63874023515 63874023516 63874023520 63874023521 63874023528 63874023530 63874023540 63874023556 63874023580 64980051110 65162046819 65862018501 65862018505 65862018601 65862059601 66267006004 66267006006 66267006008 66267006010 66267006014 66267006020 66267006021 66267006028 66267006030 66267006040 66267006060 66336001808 66336001814 66336001820 66336001821 66336001828 66336001830 66336001842 66336001844 66336090620 66336090628 66336090630 66336090640 66336090645 66336090662 66336090690 67457081400 67457081402 67457081500 67457081504 67457081600 67457081606 68071039806 68071039814 68071039820 68071039830 68071039840 68071039845 68071039890 68084024301 68084024311 68084024401 68084024411 68115008604 68115008606 68115008612 68115008620 68115008621 68115008628 68115008636 68115008656 68115042109 68115042128 68387011730 68387039020 68387039028 68387039042 68788730801 68788730802 68788730803 68788730804 68788730805 68788730806 68788730808 70934004830 70934004840 70934005280 70934014480 71335020000 71335020001 71335020002 71335020003 71335020004 71335020005 71335020006 71335020007 71335020008 71335020009 71335032000 71335032001 71335032002 71335032003 71335032004 71335032005 71335032006 71335032007 71335032008 71335032009 71335042900 71335042901 71335042902 71335042903 71335042904 71335042905 71335042906 71335042907 71335042908 71335042909 71335045300 71335045301 71335045302 71335045303 71335045304 71335045305 71335045306 71335045307 71335045308 71335045309 71335045400 71335045401 71335045402 71335045403 71335045404 71335045405 71335045406 71335045407 71335045408 71335045409 99999064801 99999545601
"Antibiotics, Misc",Colistine/Colistimethate,00071214215 00071414501 00071414547 00574085801 00591355911 23155019331 25021015910 39822061501 39822061502 39822061701 39822061702 42023010701 42023010706 42023013101 42023013106 54868561200 61570041451 63323039306 70594002301 70594002304
"Antibiotics, Misc",Dalbavancin,57970010001
"Antibiotics, Misc",Dalfopristin/Quinupristin,00075905110 54569483800 61570026001 61570026010 61570026110
"Antibiotics, Misc",Daptomycin,00409010601 00703012501 16714089201 16729043405 16729043505 25021017915 25021017916 43598041311 63323037110 63323037119 63323058515 63323087115 67457081350 67919001101 67919001201 67919001202 68001037668 70594003401 70594005301
"Antibiotics, Misc",Lefamulin,72000011002 72000011030 72000012001 72000012006
"Antibiotics, Misc",Lincomycin,00009033601 00009050001 00009050002 00009055501 00009055502 00009060001 00182303163 00314080410 00364227454 00364300248 00364300254 00402090810 00403122718 00403122818 00536398770 00588610270 00686090810 00839768830 39822035001 39822035002 39822035305 39822035306 44437090810 51309032602 51309032610 52584011910 54569138700 55045353501 55553090810 58441111901 63252111901 68258895702
"Antibiotics, Misc",Linezolid,00009499201 00009499202 00009513502 00009513503 00009513601 00009513701 00009513704 00009513802 00009513803 00009514001 00009514004 00009780701 00009780702 00054031950 00093749019 00093749034 00093749065 00093824419 00093824434 00093824465 00378707794 00409488201 00409488211 00409488301 00409488311 00703906031 00703906033 00781343346 00781343395 00904655304 21695039920 25021016987 31722074920 31722074930 35356010820 42292000801 42292000803 50268047111 50268047112 54569605800 55150024251 57664068331 57664068357 59762130701 59762130702 59762130801 60505436202 60505436203 60687018911 60687018921 62332018320 63323071313 65162077702 67457084300 67457084330 67877041901 67877041920 67877041984 68462029111 68462029112 68462029113
"Antibiotics, Misc",Neomycin/Polymyxin B Irrigant,00081074815 00081074855 00173054400 00173074810 00173074835 00364219041 00364219155 00402080020 00402080181 00403449718 00591219045 00591219050 00591219054 39822120101 39822120102 39822120105 39822122001 47679073790 61570004701 61570004710 61570004750 61570004820
"Antibiotics, Misc",Novobiocin,00009010102
"Antibiotics, Misc",Oritavancin,65293000401 65293000403 65293001501 65293001503 70842014001 70842014003
"Antibiotics, Misc",Polymyxin B,00049050028 00081003510 25021011710 39822016601 39822016605 39822016607 39822017001 39822017002 39822017106 39822017107 47781059691 51991093917 51991093999 55150023410 55390013901 55390013910 63323032110 63323036711 63323036741 63323036744 70594004901 70594004902 70860010310 99999005011
"Antibiotics, Misc",Retapamulin,00007518005 00007518010 00007518022 00007518025 16110051815 16110051830 21695064410 54868609600
"Antibiotics, Misc",Rifamycin,71068000100 71068000110 71068000111
"Antibiotics, Misc",Rifaximin,50090244500 54569667200 54868597200 54868597201 54868597202 54868615400 54868615401 54868615402 55887074120 55887074140 55887074160 58016482401 65649030103 65649030105 65649030141 65649030302 65649030303 65649030304 68258110601 68258110606 68258110608 68258110701 68258110702 68258110704
"Antibiotics, Misc",Spectinomycin,00009056601 00009059201 54569231700
"Antibiotics, Misc",Tedizolid,67919004001 67919004101 67919004102
"Antibiotics, Misc",Telavancin,00469352530 00469357550 52118000101 52118000201 62847000101
