NOBS,NRX,AGE_DAYS_ROUNDED,NMEMB,rawmean,rawlwr,rawupr,proplwr,propupr,lwr,upr,Comorbidities
21461,0.8513904867695481,655,25207,0.8513904867695481,0.8400373690482426,0.8628586911324714,0.013334795135406027,0.013469970056204615,0.8400373690482426,0.8628586911324714,Yes
21507,0.8532153766810806,660,25207,0.8532153766810806,0.8418500578588377,0.8646957818615292,0.01332057430382093,0.01345545977512285,0.8418500578588377,0.8646957818615292,Yes
21539,0.8544848653151902,665,25207,0.8544848653151902,0.8431110664646746,0.8659737503272907,0.013310708372020362,0.01344539321695615,0.8431110664646746,0.8659737503272907,Yes
21571,0.8557543539492998,670,25207,0.8557543539492998,0.8443720813675182,0.8672517124964829,0.01330086435348239,0.013435349167810744,0.8443720813675182,0.8672517124964829,Yes
21619,0.8576585869004641,675,25207,0.8576585869004641,0.8462636154980449,0.8691686439748265,0.013286139235893574,0.013420325115567427,0.8462636154980449,0.8691686439748265,Yes
21667,0.8595628198516285,680,25207,0.8595628198516285,0.8481551637182776,0.8710855613644392,0.0132714629691871,0.013405351239830967,0.8481551637182776,0.8710855613644392,Yes
21696,0.8607132939262904,685,25207,0.8607132939262904,0.8492979809093985,0.8722436921464033,0.013262619617293256,0.013396328721164568,0.8492979809093985,0.8722436921464033,Yes
21731,0.8621017971198477,690,25207,0.8621017971198477,0.8506772498483984,0.8736414293822862,0.013251970138117044,0.013385463643609903,0.8506772498483984,0.8736414293822862,Yes
21757,0.8631332566350617,695,25207,0.8631332566350617,0.851701854444657,0.8746797436591293,0.013244075700396743,0.013377409496514748,0.851701854444657,0.8746797436591293,Yes
21783,0.8641647161502757,700,25207,0.8641647161502757,0.8527264631356007,0.8757180538415684,0.013236195369825605,0.013369369838149757,0.8527264631356007,0.8757180538415684,Yes
21811,0.8652755187051215,705,25207,0.8652755187051215,0.8538298924505514,0.8768362294674981,0.013227724588462211,0.013360727898180968,0.8538298924505514,0.8768362294674981,Yes
21861,0.8672590946959178,710,25207,0.8672590946959178,0.8558003137033633,0.8788329598956361,0.013212638602045693,0.013345337362851697,0.8558003137033633,0.8788329598956361,Yes
21896,0.8686475978894751,715,25207,0.8686475978894751,0.857179617529313,0.8802306622469642,0.013202109103882214,0.013334595508733485,0.857179617529313,0.8802306622469642,Yes
21941,0.8704328162811917,720,25207,0.8704328162811917,0.8589530189595683,0.8820276973310891,0.013188608134823447,0.013320822506939651,0.8589530189595683,0.8820276973310891,Yes
21974,0.8717419764351172,725,25207,0.8717419764351172,0.8602535210416583,0.8833455153600698,0.013178733735456364,0.013310749325624819,0.8602535210416583,0.8833455153600698,Yes
22016,0.8734081802673861,730,25207,0.8734081802673861,0.8619087149070156,0.8850227289094423,0.013166198371132773,0.013297961828684217,0.8619087149070156,0.8850227289094423,Yes
22055,0.8749553695402071,735,25207,0.8749553695402071,0.8634456900388364,0.8865801320919378,0.013154590396329706,0.013286120591315965,0.8634456900388364,0.8865801320919378,Yes
22089,0.8763042012139485,740,25207,0.8763042012139485,0.8647856244428537,0.8879378608342346,0.013144495661595666,0.013275823172101662,0.8647856244428537,0.8879378608342346,Yes
22122,0.877613361367874,745,25207,0.877613361367874,0.866086155557472,0.8892556498326586,0.013134720046234671,0.013265851429880843,0.866086155557472,0.8892556498326586,Yes
22146,0.8785654778434562,750,25207,0.8785654778434562,0.8670320004099532,0.890214037789936,0.013127624206010538,0.013258613319376744,0.8670320004099532,0.890214037789936,Yes
22177,0.8797952949577499,755,25207,0.8797952949577499,0.8682537217052765,0.891451950540891,0.013118475762055149,0.01324928156577706,0.8682537217052765,0.891451950540891,Yes
22219,0.8814614987900187,760,25207,0.8814614987900187,0.869908966029576,0.8931291136347379,0.013106111584341242,0.013236669849715903,0.869908966029576,0.8931291136347379,Yes
22250,0.8826913159043123,765,25207,0.8826913159043123,0.8711307006259728,0.8943670130855156,0.013097008059375467,0.013227384217824358,0.8711307006259728,0.8943670130855156,Yes
22282,0.8839608045384219,770,25207,0.8839608045384219,0.8723918519195532,0.8956448388732865,0.013087630763119258,0.013217819472171849,0.8723918519195532,0.8956448388732865,Yes
22309,0.8850319355734518,775,25207,0.8850319355734518,0.8734559529791102,0.8967229997264323,0.01307973433392669,0.01320976530118693,0.8734559529791102,0.8967229997264323,Yes
22343,0.8863807672471933,780,25207,0.8863807672471933,0.8747959381398548,0.8980806777154229,0.013069811006072653,0.013199643878291346,0.8747959381398548,0.8980806777154229,Yes
22374,0.8876105843614869,785,25207,0.8876105843614869,0.8760176951803722,0.899318554723586,0.013060782943968785,0.013190435725280818,0.8760176951803722,0.899318554723586,Yes
22404,0.8888007299559646,790,25207,0.8888007299559646,0.8772000460182621,0.9005164949009038,0.013052063917946242,0.013181542892656776,0.8772000460182621,0.9005164949009038,Yes
